# E0 = 12.75
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_39,n_40,n_41,n_42,n_43,n_44,n_45,n_46,n_47,n_48,n_49,n_50
15.050000,5.6176545396e-01,5.1224181423e-01,5.3021172654e-01,5.3080756083e-01,5.1216167839e-01,5.0725873417e-01,5.1486522074e-01,5.4076278888e-01,5.1521964294e-01,5.1550127777e-01,5.3750315269e-01,5.0183828499e-01,5.0805297164e-01,5.0054768419e-01,5.0620741065e-01,5.0995121022e-01,5.0206628542e-01,4.9165910274e-01,4.8258890935e-01,4.9609066594e-01,4.6946140539e-01,4.9625763288e-01,4.8166085535e-01,5.0377900155e-01,4.9953405526e-01,4.9276513257e-01,5.1896696521e-01,4.9072488874e-01,5.3200137165e-01,5.2438309833e-01,5.0436897011e-01,5.0201892944e-01,5.0206986131e-01,5.0790195406e-01,4.7659393175e-01,4.8759398988e-01,5.1783007756e-01,4.6770366464e-01,4.8562176293e-01,4.7294564291e-01,4.7395472370e-01,4.9594309247e-01,4.6871154536e-01,4.9175656940e-01,4.9898066512e-01,4.8879946238e-01,4.7346406183e-01,4.6327194506e-01,4.9518780546e-01,4.3844536141e-01
15.100000,5.6071044320e-01,5.1269130531e-01,5.3001328912e-01,5.3206518946e-01,5.1324165425e-01,5.0865780116e-01,5.0780697319e-01,5.4840656505e-01,5.1044643804e-01,5.1727961014e-01,5.3585481661e-01,5.0273839818e-01,5.1016145536e-01,4.9879413535e-01,5.0570281607e-01,5.0914037456e-01,5.0131377605e-01,4.9212315816e-01,4.8243375919e-01,4.9586906389e-01,4.7043579743e-01,4.9434141772e-01,4.8488429563e-01,5.0468682162e-01,4.9756631317e-01,4.9460663945e-01,5.1670658668e-01,4.9030355330e-01,5.3161410769e-01,5.2545424381e-01,5.0226402343e-01,5.0226267524e-01,5.0502748346e-01,5.0698890251e-01,4.7400005683e-01,4.9010627921e-01,5.1830928636e-01,4.6686956109e-01,4.8505104134e-01,4.7589298958e-01,4.7511596923e-01,4.9455501725e-01,4.6492444689e-01,4.9877888553e-01,4.9678045425e-01,4.8812690145e-01,4.7084407402e-01,4.6444496090e-01,4.9352411329e-01,4.4008207932e-01
15.150000,5.5952196478e-01,5.1338808357e-01,5.2970639394e-01,5.3312867936e-01,5.1440157629e-01,5.1024455072e-01,5.0097912829e-01,5.5532912314e-01,5.0631602293e-01,5.1886254572e-01,5.3386196394e-01,5.0413035755e-01,5.1187089941e-01,4.9727344036e-01,5.0518750463e-01,5.0832154306e-01,5.0043379242e-01,4.9266724669e-01,4.8228241346e-01,4.9556287200e-01,4.7164694417e-01,4.9231369674e-01,4.8822295255e-01,5.0540050806e-01,4.9574832889e-01,4.9636802151e-01,5.1436057694e-01,4.9009141244e-01,5.3102061881e-01,5.2624581211e-01,5.0032392607e-01,5.0254833830e-01,5.0803612666e-01,5.0596585947e-01,4.7149508308e-01,4.9279503981e-01,5.1840659851e-01,4.6646251512e-01,4.8436576285e-01,4.7868868547e-01,4.7665812419e-01,4.9256352567e-01,4.6178344378e-01,5.0550531816e-01,4.9450235148e-01,4.8740759768e-01,4.6828286458e-01,4.6603907557e-01,4.9134343038e-01,4.4193735870e-01
15.200000,5.5821503798e-01,5.1432206148e-01,5.2931813103e-01,5.3399267986e-01,5.1559099663e-01,5.1200831238e-01,4.9454205982e-01,5.6134989046e-01,5.0295421760e-01,5.2020969420e-01,5.3155112981e-01,5.0600751012e-01,5.1318467810e-01,4.9600798770e-01,5.0466584532e-01,5.0752817614e-01,4.9945644370e-01,4.9327916564e-01,4.8217393258e-01,4.9519154000e-01,4.7304441168e-01,4.9019191254e-01,4.9163211531e-01,5.0595166140e-01,4.9413171287e-01,4.9802025187e-01,5.1196970795e-01,4.9014141162e-01,5.3025161072e-01,5.2678269212e-01,4.9854611132e-01,5.0293447786e-01,5.1095860638e-01,5.0480265991e-01,4.6908634713e-01,4.9556517576e-01,5.1809638462e-01,4.6650411168e-01,4.8353796014e-01,4.8131823800e-01,4.7853220131e-01,4.8997700002e-01,4.5939960511e-01,5.1174067033e-01,4.9222225972e-01,4.8663252422e-01,4.6581563624e-01,4.6800234031e-01,4.8867742190e-01,4.4398328942e-01
15.250000,5.5679492022e-01,5.1547038327e-01,5.2886559331e-01,5.3464827501e-01,5.1675354723e-01,5.1393030632e-01,4.8863482615e-01,5.6630304951e-01,5.0044641076e-01,5.2126295216e-01,5.2893521646e-01,5.0833824047e-01,5.1410149345e-01,4.9497959097e-01,5.0411587349e-01,5.0674609172e-01,4.9836585031e-01,4.9391297386e-01,4.8207977842e-01,4.9469810718e-01,4.7463139470e-01,4.8808107347e-01,4.9504221962e-01,5.0635746217e-01,4.9275424312e-01,4.9950714904e-01,5.0955945032e-01,4.9043316013e-01,5.2922854790e-01,5.2699071986e-01,4.9702788108e-01,5.0344033458e-01,5.1376071328e-01,5.0360155838e-01,4.6685043620e-01,4.9839371914e-01,5.1742019126e-01,4.6702362969e-01,4.8257857246e-01,4.8381074630e-01,4.8071269566e-01,4.8684479455e-01,4.5787215414e-01,5.1732352728e-01,4.9002097613e-01,4.8580685595e-01,4.6348206503e-01,4.7028192722e-01,4.8557505970e-01,4.4620326136e-01
15.300000,5.5528445797e-01,5.1681272132e-01,5.2837591480e-01,5.3509987717e-01,5.1784072551e-01,5.1600539875e-01,4.8338807634e-01,5.7007903319e-01,4.9885750668e-01,5.2200040433e-01,5.2605642121e-01,5.1109080607e-01,5.1465372126e-01,4.9419339158e-01,5.0355175362e-01,5.0599406127e-01,4.9719574547e-01,4.9457397268e-01,4.8205327240e-01,4.9412532962e-01,4.7636100538e-01,4.8601657445e-01,4.9838176131e-01,5.0661071834e-01,4.9163972993e-01,5.0079105461e-01,5.0717773118e-01,4.9100186880e-01,5.2795972279e-01,5.2688537329e-01,4.9578031113e-01,5.0405894053e-01,5.1634816429e-01,5.0234145269e-01,4.6480277468e-01,5.0120221086e-01,5.1638356886e-01,4.6801836226e-01,4.8147801066e-01,4.8616200075e-01,4.8312965840e-01,4.8321099928e-01,4.5725958732e-01,5.2209618317e-01,4.8796970373e-01,4.8492709429e-01,4.6131618515e-01,4.7280508658e-01,4.8209762505e-01,4.4855394899e-01
15.350000,5.5370164235e-01,5.1832050961e-01,5.2786691955e-01,5.3535153268e-01,5.1880413082e-01,5.1822287230e-01,4.7890126148e-01,5.7259375239e-01,4.9821230774e-01,5.2239704992e-01,5.2294810815e-01,5.1421999677e-01,5.1486569575e-01,4.9362511938e-01,5.0296443035e-01,5.0526414987e-01,4.9596039536e-01,4.9522820661e-01,4.8209436655e-01,4.9346712634e-01,4.7821979495e-01,4.8408470392e-01,5.0159478617e-01,5.0673726534e-01,4.9082045918e-01,5.0185065666e-01,5.0486364754e-01,4.9186202450e-01,5.2645862064e-01,5.2646499725e-01,4.9482903299e-01,5.0480635820e-01,5.1862760621e-01,5.0105617473e-01,4.6296668630e-01,5.0393418653e-01,5.1500997328e-01,4.6947208786e-01,4.8023662642e-01,4.8838485181e-01,4.8571826090e-01,4.7914898776e-01,4.5759855228e-01,5.2593610251e-01,4.8613442699e-01,4.8400153334e-01,4.5935282401e-01,4.7549903467e-01,4.7831952922e-01,4.5100063386e-01
15.400000,5.5206480206e-01,5.1996374844e-01,5.2735472961e-01,5.3541277572e-01,5.1960105285e-01,5.2057156465e-01,4.7525180396e-01,5.7381061160e-01,4.9850410714e-01,5.2244556674e-01,5.1964607950e-01,5.1767935051e-01,5.1476868263e-01,4.9324692545e-01,5.0234763484e-01,5.0455294907e-01,4.9467553595e-01,4.9584762509e-01,4.8221004316e-01,4.9272906612e-01,4.8017223436e-01,4.8235415562e-01,5.0461597685e-01,5.0674390439e-01,4.9031197691e-01,5.0265029069e-01,5.0264480200e-01,4.9298864830e-01,5.2470491585e-01,5.2571011291e-01,4.9419619442e-01,5.0569948301e-01,5.2056139041e-01,4.9978897683e-01,4.6138719614e-01,5.0654893412e-01,5.1334416972e-01,4.7136301994e-01,4.7886880370e-01,4.9049625886e-01,4.8841541007e-01,4.7475331489e-01,4.5889684310e-01,5.2874465799e-01,4.8457488013e-01,4.8303838886e-01,4.5762666397e-01,4.7828430815e-01,4.7432410271e-01,4.5350533001e-01
15.450000,5.5039312901e-01,5.2170942688e-01,5.2685156053e-01,5.3529532299e-01,5.2019475247e-01,5.2303650821e-01,4.7249054408e-01,5.7372984281e-01,4.9969256424e-01,5.2214940237e-01,5.1619168687e-01,5.2141570690e-01,5.1439981903e-01,4.9302461720e-01,5.0169614377e-01,5.0385402541e-01,4.9335316164e-01,4.9640585043e-01,4.8239745114e-01,4.9191538542e-01,4.8217322348e-01,4.8085879795e-01,5.0735932785e-01,5.0659478838e-01,4.9016207636e-01,5.0313967325e-01,5.0060172691e-01,4.9439952851e-01,5.2272241700e-01,5.2464784204e-01,4.9389694825e-01,5.0673957702e-01,5.2210911308e-01,4.9856987564e-01,4.6009353680e-01,5.0900611729e-01,5.1142946355e-01,4.7366496890e-01,4.7739109556e-01,4.9250876095e-01,4.9115092688e-01,4.7013393667e-01,4.6113011754e-01,5.3045288157e-01,4.8333879960e-01,4.8204593488e-01,4.5617244392e-01,4.8107665359e-01,4.7020153284e-01,4.5603101233e-01
15.500000,5.4871529523e-01,5.2353044522e-01,5.2637086607e-01,5.3501849686e-01,5.2055994761e-01,5.2560239249e-01,4.7064651538e-01,5.7239485851e-01,5.0171354596e-01,5.2153430295e-01,5.1263890368e-01,5.2538057569e-01,5.1381074393e-01,4.9293899701e-01,5.0102316579e-01,5.0317298291e-01,4.9202074002e-01,4.9689910055e-01,4.8268504555e-01,4.9108421942e-01,4.8421776185e-01,4.7968169488e-01,5.0984824105e-01,5.0634018700e-01,4.9032505236e-01,5.0336093064e-01,4.9875055950e-01,4.9599759306e-01,5.2047815324e-01,5.2327318639e-01,4.9390355477e-01,5.0788858386e-01,5.2322029000e-01,4.9741583768e-01,4.5908763073e-01,5.1125565623e-01,5.0929915300e-01,4.7633391870e-01,4.7581092736e-01,4.9441678394e-01,4.9383679082e-01,4.6539948902e-01,4.6423529059e-01,5.3101492694e-01,4.8245699464e-01,4.8102793457e-01,4.5502092379e-01,4.8378337088e-01,4.6604565754e-01,4.5853178411e-01
15.550000,5.4704983157e-01,5.2538717515e-01,5.2591682307e-01,5.3459380618e-01,5.2067820973e-01,5.2823944097e-01,4.6971890048e-01,5.6987237163e-01,5.0446230070e-01,5.2061273779e-01,5.0902224253e-01,5.2950279471e-01,5.1304219982e-01,4.9294160134e-01,5.0032885355e-01,5.0249348285e-01,4.9069715513e-01,4.9729953878e-01,4.8304863556e-01,4.9021201987e-01,4.8621901890e-01,4.7888113372e-01,5.1197834412e-01,5.0601196425e-01,4.9081047117e-01,5.0326549687e-01,4.9709351263e-01,4.9775837504e-01,5.1797533900e-01,5.2164649177e-01,4.9425802155e-01,5.0914979240e-01,5.2388705556e-01,4.9633655789e-01,4.5837964867e-01,5.1325912479e-01,5.0698346841e-01,4.7929394690e-01,4.7419551764e-01,4.9621249896e-01,4.9646001496e-01,4.6071405763e-01,4.6815930110e-01,5.3043248813e-01,4.8196229035e-01,4.8001667953e-01,4.5421415813e-01,4.8634509138e-01,4.6196897142e-01,4.6101104572e-01
15.600000,5.4542659219e-01,5.2724917794e-01,5.2549852362e-01,5.3404105788e-01,5.2054905149e-01,5.3092125178e-01,4.6969199405e-01,5.6627310467e-01,5.0782273108e-01,5.1942821885e-01,5.0538992528e-01,5.3372365320e-01,5.1214776899e-01,4.9300670519e-01,4.9961978735e-01,5.0182155503e-01,4.8940409111e-01,4.9760037241e-01,4.8349348138e-01,4.8934156811e-01,4.8816241848e-01,4.7848005017e-01,5.1373833806e-01,5.0562726613e-01,4.9160670461e-01,5.0286732803e-01,4.9568513022e-01,4.9962044498e-01,5.1523922729e-01,5.1980600567e-01,4.9494908779e-01,5.1050200827e-01,5.2411370302e-01,4.9538462881e-01,4.5802009577e-01,5.1501955721e-01,5.0457340801e-01,4.8256613519e-01,4.7250321719e-01,4.9793530861e-01,4.9887637953e-01,4.5615354775e-01,4.7274209327e-01,5.2871947772e-01,4.8184909115e-01,4.7897997044e-01,4.5377131807e-01,4.8863518212e-01,4.5805726225e-01,4.6336500258e-01
15.650000,5.4387047014e-01,5.2908174012e-01,5.2512095794e-01,5.3337563576e-01,5.2018588098e-01,5.3361427152e-01,4.7052512041e-01,5.6173389715e-01,5.1165812850e-01,5.1802353999e-01,5.0178394185e-01,5.3798480036e-01,5.1118390994e-01,4.9309777014e-01,4.9890596005e-01,5.0115559110e-01,4.8816339977e-01,4.9778999661e-01,4.8401171081e-01,4.8849993105e-01,4.9001420202e-01,4.7849726077e-01,5.1510572290e-01,5.0520479458e-01,4.9268610896e-01,5.0217795580e-01,4.9454853016e-01,5.0152545428e-01,5.1228058211e-01,5.1778031602e-01,4.9595524848e-01,5.1191265823e-01,5.2388647089e-01,4.9456761252e-01,4.5798895986e-01,5.1651157915e-01,5.0210016708e-01,4.8606371914e-01,4.7080591564e-01,4.9955757130e-01,5.0104445137e-01,4.5187884595e-01,4.7786786950e-01,5.2594440141e-01,4.8210889112e-01,4.7793381332e-01,4.5371987561e-01,4.9058340110e-01,4.5441301425e-01,4.6556795227e-01
15.700000,5.4240577120e-01,5.3085184673e-01,5.2478705316e-01,5.3261322039e-01,5.1961358031e-01,5.3627946348e-01,4.7216218239e-01,5.5641518949e-01,5.1581640827e-01,5.1645242397e-01,4.9824266368e-01,5.4222675189e-01,5.1020218020e-01,4.9318786114e-01,4.9819352178e-01,5.0049887599e-01,4.8699501452e-01,4.9785457318e-01,4.8459872105e-01,4.8771105838e-01,4.9175651523e-01,4.7894180410e-01,5.1607551751e-01,5.0476724910e-01,4.9401567376e-01,5.0122904140e-01,4.9369668156e-01,5.0342460751e-01,5.0912733512e-01,5.1561480859e-01,4.9726619884e-01,5.1335527945e-01,5.2322950003e-01,4.9390698591e-01,4.5830439599e-01,5.1776493064e-01,4.9963979546e-01,4.8969665595e-01,4.6915804417e-01,5.0104967658e-01,5.0288749305e-01,4.4799957768e-01,4.8337206729e-01,5.2217605819e-01,4.8269432478e-01,4.7687674710e-01,4.5407123091e-01,4.9210553052e-01,4.5112719239e-01,4.6756071999e-01
15.750000,5.4105360797e-01,5.3252596212e-01,5.2449674406e-01,5.3176546765e-01,5.1886824819e-01,5.3887015740e-01,4.7453193441e-01,5.5049922883e-01,5.2013503420e-01,5.1477120691e-01,4.9479776408e-01,5.4638288626e-01,5.0925014838e-01,4.9324786540e-01,4.9748379928e-01,4.9984911486e-01,4.8591371825e-01,4.9777160892e-01,4.8523354120e-01,4.8699150875e-01,4.9336767355e-01,4.7980409978e-01,5.1664931010e-01,5.0432478969e-01,4.9554356213e-01,5.0004637059e-01,4.9312913086e-01,5.0526683882e-01,5.0580318051e-01,5.1332504139e-01,4.9883705611e-01,5.1478244887e-01,5.2213143394e-01,4.9340193785e-01,4.5890208233e-01,5.1870253788e-01,4.9717252057e-01,4.9345599066e-01,4.6756825291e-01,5.0245543786e-01,5.0442750789e-01,4.4469682666e-01,4.8911922076e-01,5.1756270311e-01,4.8361061092e-01,4.7582885209e-01,4.5485276609e-01,4.9316580522e-01,4.4829313041e-01,4.6933333334e-01
15.800000,5.3983633416e-01,5.3407402893e-01,5.2424943096e-01,5.3084216440e-01,5.1799694744e-01,5.4133476312e-01,4.7755312554e-01,5.4418192900e-01,5.2444657859e-01,5.1304071813e-01,4.9148574523e-01,5.5038679905e-01,5.0837569367e-01,4.9325695350e-01,4.9678026348e-01,4.9920881883e-01,4.8493844047e-01,4.9753344674e-01,4.8590289076e-01,4.8637247484e-01,4.9484054921e-01,4.8106473157e-01,5.1684667778e-01,5.0389573623e-01,4.9723148758e-01,4.9867793375e-01,4.9284585106e-01,5.0701170778e-01,5.0235860094e-01,5.1095997681e-01,5.0064988349e-01,5.1616651664e-01,5.2064830384e-01,4.9307726261e-01,4.5977942770e-01,5.1936827931e-01,4.9478642073e-01,4.9723020801e-01,4.6611529642e-01,5.0371643374e-01,5.0559049133e-01,4.4205187301e-01,4.9493044676e-01,5.1221283941e-01,4.8479149755e-01,4.7478250238e-01,4.5606861387e-01,4.9369491109e-01,4.4598654657e-01,4.7082144597e-01
15.850000,5.3877463685e-01,5.3546380146e-01,5.2404347180e-01,5.2984561836e-01,5.1705571047e-01,5.4361724570e-01,4.8113755303e-01,5.3766654943e-01,5.2858825181e-01,5.1133253632e-01,4.8833624065e-01,5.5417680638e-01,5.0762655827e-01,4.9319859774e-01,4.9608040579e-01,4.9858248023e-01,4.8408302412e-01,4.9714085484e-01,4.8658521482e-01,4.8588530112e-01,4.9617192902e-01,4.8269367515e-01,5.1669209254e-01,5.0349316993e-01,4.9904198367e-01,4.9718175113e-01,4.9285589638e-01,5.0864999755e-01,4.9888841707e-01,5.0850494243e-01,5.0271049274e-01,5.1744832885e-01,5.1880898972e-01,4.9292896362e-01,4.6088954623e-01,5.1976395601e-01,4.9251834360e-01,5.0093869268e-01,4.6483860918e-01,5.0479867045e-01,5.0633968321e-01,4.4015899198e-01,5.0063493392e-01,5.0627348343e-01,4.8617901458e-01,4.7374102105e-01,4.5771997244e-01,4.9365515535e-01,4.4427261385e-01,4.7198582307e-01
15.900000,5.3788451743e-01,5.3666390963e-01,5.2387730478e-01,5.2877410516e-01,5.1611106000e-01,5.4565693224e-01,4.8519037360e-01,5.3115084342e-01,5.3240284376e-01,5.0970742261e-01,4.8537035330e-01,5.5769526316e-01,5.0703399953e-01,4.9305533273e-01,4.9537889410e-01,4.9798017233e-01,4.8335615881e-01,4.9658399060e-01,4.8724665579e-01,4.8555372861e-01,4.9736065602e-01,4.8464394765e-01,5.1621888542e-01,5.0311166883e-01,5.0090933059e-01,4.9559933809e-01,4.9309964628e-01,5.1008801964e-01,4.9538622588e-01,5.0605060710e-01,5.0493020804e-01,5.1863902611e-01,5.1668841083e-01,4.9298307726e-01,4.6223098442e-01,5.1992574470e-01,4.9041660219e-01,5.0452363682e-01,4.6379368786e-01,5.0569240917e-01,5.0667231578e-01,4.3910811888e-01,5.0607104203e-01,4.9991527040e-01,4.8771313538e-01,4.7271105406e-01,4.5980473170e-01,4.9302781151e-01,4.4320732530e-01,4.7280322048e-01
15.950000,5.3718684837e-01,5.3764415655e-01,5.2375621118e-01,5.2762240950e-01,5.1523880099e-01,5.4739490735e-01,4.8961426950e-01,5.2483074260e-01,5.3574699315e-01,5.0822377823e-01,4.8261518870e-01,5.6089413264e-01,5.0663105226e-01,4.9282361285e-01,4.9467596337e-01,4.9740246982e-01,4.8276443017e-01,4.9586681845e-01,4.8786318291e-01,4.8540755340e-01,4.9840946960e-01,4.8687093586e-01,5.1547221722e-01,5.0275362982e-01,5.0279489153e-01,4.9399691800e-01,4.9356785187e-01,5.1130794818e-01,4.9191339895e-01,5.0360155182e-01,5.0727312828e-01,5.1969343247e-01,5.1432714290e-01,4.9322066980e-01,4.6376202230e-01,5.1986753832e-01,4.8850636934e-01,5.0791892320e-01,4.6302013437e-01,5.0637710966e-01,5.0658048598e-01,4.3896123687e-01,5.1107719905e-01,4.9331066020e-01,4.8932353696e-01,4.7169652115e-01,4.6230774985e-01,4.9180405221e-01,4.4282646446e-01,4.7325328780e-01
16.000000,5.3669951403e-01,5.3837219761e-01,5.2368852672e-01,5.2638029879e-01,5.1451855548e-01,5.4877315943e-01,4.9430877149e-01,5.1889008701e-01,5.3849026784e-01,5.0692538239e-01,4.8009379867e-01,5.6372551873e-01,5.0643511637e-01,4.9250485931e-01,4.9397049917e-01,4.9685011458e-01,4.8231978764e-01,4.9499665536e-01,4.8841098381e-01,4.8547363803e-01,4.9932582057e-01,4.8932475987e-01,5.1449746132e-01,5.0242101785e-01,5.0465065177e-01,4.9243962911e-01,4.9423574830e-01,5.1227476734e-01,4.8851593340e-01,5.0117230384e-01,5.0970252205e-01,5.2059220362e-01,5.1177352121e-01,4.9362901363e-01,4.6545045763e-01,5.1961444240e-01,4.8681369694e-01,5.1106559254e-01,4.6255856829e-01,5.0683890495e-01,5.0606944387e-01,4.3976071918e-01,5.1550143632e-01,4.8663576337e-01,4.9093716045e-01,4.7070106637e-01,4.6520451443e-01,4.8999163320e-01,4.4315009375e-01,4.7332342000e-01
16.050000,5.3643995023e-01,5.3881883652e-01,5.2368844432e-01,5.2503595662e-01,5.1403279261e-01,5.4974121912e-01,4.9917573824e-01,5.1349817262e-01,5.4053084489e-01,5.0584347385e-01,4.7783359497e-01,5.6615263280e-01,5.0646033306e-01,4.9210667580e-01,4.9325603979e-01,4.9631940641e-01,4.8202628875e-01,4.9397748767e-01,4.8886491787e-01,4.8577246805e-01,5.0011477352e-01,4.9195233379e-01,5.1333966865e-01,5.0211796837e-01,5.0642772047e-01,4.9099244243e-01,4.9507409065e-01,5.1295438046e-01,4.8523786139e-01,4.9877710570e-01,5.1218693071e-01,5.2131635737e-01,5.0907885258e-01,4.9418795873e-01,4.6727020179e-01,5.1919339406e-01,4.8535734291e-01,5.1391267090e-01,4.6244434864e-01,5.0706574069e-01,5.0515408960e-01,4.4152367254e-01,5.1920780342e-01,4.8006297228e-01,4.9247913872e-01,4.6972983924e-01,4.6846113677e-01,4.8761416613e-01,4.4418291538e-01,4.7300684796e-01
16.100000,5.3641800525e-01,5.3895619310e-01,5.2376996444e-01,5.2357400444e-01,5.1385745165e-01,5.5025363917e-01,5.0411676463e-01,5.0879730429e-01,5.4178904663e-01,5.0499269313e-01,4.7585203419e-01,5.6814018304e-01,5.0670602527e-01,4.9165271510e-01,4.9252116575e-01,4.9581084192e-01,4.8188782040e-01,4.9282471489e-01,4.8920726170e-01,4.8632075645e-01,5.0078751567e-01,4.9469842516e-01,5.1204733282e-01,5.0185318344e-01,5.0808285442e-01,4.8971649856e-01,4.9604996936e-01,5.1331855487e-01,4.8212305966e-01,4.9643209400e-01,5.1469381716e-01,5.2184606076e-01,5.0629823119e-01,4.9487251699e-01,4.6919566438e-01,5.1863438856e-01,4.8415096053e-01,5.1641516077e-01,4.6270409403e-01,5.0704536628e-01,5.0386101251e-01,4.4424097040e-01,5.2208358135e-01,4.7376090445e-01,4.9387562772e-01,4.6879387937e-01,4.7203418566e-01,4.8471445624e-01,4.4591642209e-01,4.7230462613e-01
16.150000,5.3664063869e-01,5.3876428918e-01,5.2394932840e-01,5.2198053469e-01,5.1406073644e-01,5.5027908189e-01,5.0903933774e-01,5.0490772650e-01,5.4221721923e-01,5.0437246461e-01,4.7416740022e-01,5.6965984170e-01,5.0716693082e-01,4.9116820115e-01,4.9175137316e-01,4.9532156304e-01,4.8190233706e-01,4.9155234833e-01,4.8942875806e-01,4.8712679909e-01,5.0135921157e-01,4.9750132579e-01,5.1066627052e-01,5.0163496441e-01,5.0957617523e-01,4.8866417159e-01,4.9712317139e-01,5.1334637892e-01,4.7921319062e-01,4.9415515946e-01,5.1718539808e-01,5.2216239588e-01,5.0348981193e-01,4.9565460667e-01,4.7120208083e-01,5.1796968783e-01,4.8320209080e-01,5.1853855456e-01,4.6335755185e-01,5.0677256510e-01,5.0223295061e-01,4.4787733653e-01,5.2403854218e-01,4.6788348958e-01,4.9505812024e-01,4.6790468496e-01,4.7587469432e-01,4.8135084505e-01,4.4832578755e-01,4.7122187592e-01
16.200000,5.3711403656e-01,5.3822661560e-01,5.2424236915e-01,5.2024364668e-01,5.1470111330e-01,5.4979880903e-01,5.1385727167e-01,5.0192255304e-01,5.4179412293e-01,5.0397815709e-01,4.7278869228e-01,5.7068870044e-01,5.0782906645e-01,4.9068252961e-01,4.9093343635e-01,4.9485206789e-01,4.8206197628e-01,4.9017379537e-01,4.8952067904e-01,4.8819223840e-01,5.0184250788e-01,5.0030533837e-01,5.0924522089e-01,5.0146920687e-01,5.1086929901e-01,4.8787594357e-01,4.9824762062e-01,5.1302522285e-01,4.7655058793e-01,4.9196554292e-01,5.1962028229e-01,5.2224959040e-01,5.0071345298e-01,4.9650871352e-01,4.7326348954e-01,5.1723216441e-01,4.8251100241e-01,5.2025509945e-01,4.6441155067e-01,5.0624990095e-01,5.0032372315e-01,4.5237601635e-01,5.2501274221e-01,4.6256996855e-01,4.9596196135e-01,4.6707655503e-01,4.7992602411e-01,4.7759555115e-01,4.5137336324e-01,4.6977048016e-01
16.250000,5.3783261501e-01,5.3732740550e-01,5.2466250617e-01,5.1835143174e-01,5.1581733691e-01,5.4879705220e-01,5.1848701509e-01,4.9989762385e-01,5.4052515779e-01,5.0378791012e-01,4.7172204532e-01,5.7121651295e-01,5.0867807093e-01,4.9023002161e-01,4.9005511954e-01,4.9439893739e-01,4.8235504331e-01,4.8870069827e-01,4.8947604628e-01,4.8949084748e-01,5.0223911970e-01,5.0304275437e-01,5.0782089528e-01,5.0132861669e-01,5.1195348613e-01,4.8741652863e-01,4.9938824406e-01,5.1235849733e-01,4.7418156311e-01,4.8989174740e-01,5.2195862964e-01,5.2210190718e-01,4.9802929551e-01,4.9741320188e-01,4.7536163540e-01,5.1645522288e-01,4.8207398000e-01,5.2155090558e-01,4.6586225161e-01,5.0549108304e-01,4.9819739766e-01,4.5766152308e-01,5.2497478063e-01,4.5794361308e-01,4.9653022328e-01,4.6632703495e-01,4.8412523840e-01,4.7353180102e-01,4.5500760114e-01,4.6797182387e-01
16.300000,5.3879591699e-01,5.3606529929e-01,5.2522581823e-01,5.1630112712e-01,5.1743443189e-01,5.4728357419e-01,5.2286395681e-01,4.9887075070e-01,5.3844224596e-01,5.0378431445e-01,4.7096878321e-01,5.7124249729e-01,5.0969570426e-01,4.8985124469e-01,4.8911109539e-01,4.9396850441e-01,4.8277463857e-01,4.8715822538e-01,4.8930989482e-01,4.9103332589e-01,5.0259807448e-01,5.0570005883e-01,5.0643993417e-01,5.0124803869e-01,5.1276420131e-01,4.8725845508e-01,5.0048151028e-01,5.1134258721e-01,4.7212953291e-01,4.8793741761e-01,5.2414962962e-01,5.2169937143e-01,4.9548937489e-01,4.9833501262e-01,4.7747223606e-01,5.1566357765e-01,4.8188047139e-01,5.2241681063e-01,4.6768962669e-01,5.0451069796e-01,4.9591230897e-01,4.6363230981e-01,5.2392491902e-01,4.5410080509e-01,4.9670805133e-01,4.6567340800e-01,4.8840147827e-01,4.6924930864e-01,4.5916064578e-01,4.6584879600e-01
16.350000,5.3998968508e-01,5.3443890096e-01,5.2594465386e-01,5.1408851524e-01,5.1956140958e-01,5.4527274878e-01,5.2692920873e-01,4.9884097816e-01,5.3560212720e-01,5.0394072549e-01,4.7052269010e-01,5.7076636271e-01,5.1086087998e-01,4.8957554407e-01,4.8809150180e-01,4.9355472769e-01,4.8329559679e-01,4.8555991212e-01,4.8901523389e-01,4.9278014095e-01,5.0293003626e-01,5.0822070755e-01,5.0515325245e-01,5.0121074506e-01,5.1329807245e-01,4.8743503756e-01,5.0149547367e-01,5.1000002001e-01,4.7042520157e-01,4.8612545000e-01,5.2615450575e-01,5.2104393660e-01,4.9314607843e-01,4.9925355340e-01,4.7957465517e-01,5.1488893000e-01,4.8192118725e-01,5.2285737621e-01,4.6986697723e-01,5.0333501978e-01,4.9353875870e-01,4.7017110711e-01,5.2189709890e-01,4.5111896111e-01,4.9645341894e-01,4.6513755878e-01,4.9268064209e-01,4.6484896623e-01,4.6375273494e-01,4.6343299360e-01
