# E0 = 9.610000000000001
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
32.850000,5.6780123825e-01,4.6126091920e-01,4.7004717803e-01,4.7601473417e-01,5.1505063168e-01,4.8492404484e-01,5.2396789975e-01,5.2986296236e-01,5.3821040631e-01,4.3285998542e-01
32.900000,5.7069496711e-01,4.5184810434e-01,4.7586402759e-01,4.7695770798e-01,5.0580785442e-01,4.9406249303e-01,5.2316961735e-01,5.2406754939e-01,5.4765659031e-01,4.2987108848e-01
32.950000,5.7338672598e-01,4.4259552543e-01,4.8252659694e-01,4.7742989906e-01,4.9695861626e-01,5.0279777814e-01,5.2285185236e-01,5.1743173587e-01,5.5694505631e-01,4.2707621366e-01
33.000000,5.7580224715e-01,4.3374209722e-01,4.8970721076e-01,4.7765666812e-01,4.8884834157e-01,5.1078586476e-01,5.2278608046e-01,5.1028372299e-01,5.6583634454e-01,4.2455142244e-01
33.050000,5.7786966216e-01,4.2554211678e-01,4.9710356533e-01,4.7782165481e-01,4.8170500233e-01,5.1780180943e-01,5.2278419474e-01,5.0292493984e-01,5.7407646447e-01,4.2237059010e-01
33.100000,5.7952409533e-01,4.1824992519e-01,5.0445218764e-01,4.7804502752e-01,4.7564797641e-01,5.2373093453e-01,5.2272045062e-01,4.9561644721e-01,5.8141222540e-01,4.2060073014e-01
33.150000,5.8071150213e-01,4.1210511789e-01,5.1152984837e-01,4.7837339650e-01,4.7071720253e-01,5.2853941287e-01,5.2254187387e-01,4.8857770903e-01,5.8760588803e-01,4.1929804877e-01
33.200000,5.8139110339e-01,4.0731990379e-01,5.1814550388e-01,4.7878210399e-01,4.6691452764e-01,5.3223241503e-01,5.2226635985e-01,4.8199514246e-01,5.9244754524e-01,4.1850539473e-01
33.250000,5.8153613010e-01,4.0406931363e-01,5.2412775316e-01,4.7918875762e-01,4.6424548303e-01,5.3481167150e-01,5.2196954784e-01,4.7603537641e-01,5.9576455666e-01,4.1825141005e-01
33.300000,5.8113298639e-01,4.0248409785e-01,5.2931393835e-01,4.7947518276e-01,4.6274896573e-01,5.3624507721e-01,5.2176326547e-01,4.7085695604e-01,5.9742823657e-01,4.1855129361e-01
33.350000,5.8017926640e-01,4.0264562374e-01,5.3354645081e-01,4.7951369380e-01,4.6250500779e-01,5.3645825277e-01,5.2176963736e-01,4.6661477747e-01,5.9735853455e-01,4.1940875533e-01
33.400000,5.7868126052e-01,4.0458201895e-01,5.3667956672e-01,4.7919295404e-01,4.6361652662e-01,5.3535224332e-01,5.2209559699e-01,4.6345378726e-01,5.9552751585e-01,4.2081852974e-01
33.450000,5.7665163182e-01,4.0826515986e-01,5.3859677371e-01,4.7843887969e-01,4.6616823491e-01,5.3284422213e-01,5.2281235436e-01,4.6149188572e-01,5.9196209642e-01,4.2276876137e-01
33.500000,5.7410784343e-01,4.1360866233e-01,5.3923497725e-01,4.7722710450e-01,4.7017275113e-01,5.2892117658e-01,5.2394329444e-01,4.6079560449e-01,5.8674592081e-01,4.2524266504e-01
33.550000,5.7107170892e-01,4.2046753864e-01,5.3860920637e-01,4.7558535125e-01,4.7551843276e-01,5.2369205414e-01,5.2546192597e-01,4.6135496370e-01,5.8001975113e-01,4.2821906712e-01
33.600000,5.6757016937e-01,4.2864042229e-01,5.3683028224e-01,4.7358634512e-01,4.8193422921e-01,5.1742306064e-01,5.2729918718e-01,4.6306512684e-01,5.7197947533e-01,4.3167170177e-01
33.650000,5.6363712422e-01,4.3787514524e-01,5.3410874664e-01,4.7133414637e-01,4.8898362336e-01,5.1054402586e-01,5.2935716010e-01,4.6572167791e-01,5.6287093318e-01,4.3556741712e-01
33.700000,5.5931590511e-01,4.4787803022e-01,5.3074101459e-01,4.6894836971e-01,4.9609330062e-01,5.0362017971e-01,5.3152466368e-01,4.6903369238e-01,5.5298115092e-01,4.3986369307e-01
33.750000,5.5466181828e-01,4.5832668674e-01,5.2707759348e-01,4.6655114775e-01,5.0261419195e-01,4.9729167001e-01,5.3368983498e-01,4.7265488493e-01,5.4262612501e-01,4.4450604686e-01
33.800000,5.4974411612e-01,4.6888555202e-01,5.2347738031e-01,4.6426061344e-01,5.0790498532e-01,4.9219069651e-01,5.3574593672e-01,4.7622891402e-01,5.3213582872e-01,4.4942597681e-01
33.850000,5.4464680181e-01,4.7922303080e-01,5.2025553350e-01,4.6219227813e-01,5.1142291169e-01,4.8885141048e-01,5.3758907896e-01,4.7944139095e-01,5.2183750561e-01,4.5454005808e-01
33.900000,5.3946781690e-01,4.8902891147e-01,5.1763440377e-01,4.6046660547e-01,5.1280478142e-01,4.8762954375e-01,5.3910966458e-01,4.8206910181e-01,5.1203851052e-01,4.5975066030e-01
33.950000,5.3431638636e-01,4.9803074433e-01,5.1570702546e-01,4.5921829702e-01,5.1192318710e-01,4.8864677848e-01,5.4018217771e-01,4.8401688776e-01,5.0300998664e-01,4.6494852913e-01
34.000000,5.2930856277e-01,5.0600799266e-01,5.1442066727e-01,4.5860132806e-01,5.0890790887e-01,4.9176974565e-01,5.4065941068e-01,4.8533459951e-01,4.9497258421e-01,4.7001720033e-01
34.050000,5.2456127510e-01,5.1280294912e-01,5.1358430484e-01,4.5878428866e-01,5.0412955875e-01,4.9662655310e-01,5.4037667923e-01,4.8621016384e-01,4.8808528427e-01,4.7483894308e-01
34.100000,5.2018540485e-01,5.1832762393e-01,5.1289934556e-01,4.5993316301e-01,4.9814971421e-01,5.0265655969e-01,5.3916894596e-01,4.8693933515e-01,4.8243820248e-01,4.7930170515e-01
34.150000,5.1627855246e-01,5.2256606722e-01,5.1200845326e-01,4.6218267093e-01,4.9164759548e-01,5.0918335232e-01,5.3689971869e-01,4.8787720523e-01,4.7804999646e-01,4.8330638794e-01
34.200000,5.1291820790e-01,5.2557190819e-01,5.1055383708e-01,4.6560150010e-01,4.8533654460e-01,5.1549772622e-01,5.3349632846e-01,4.8938005637e-01,4.7487016331e-01,4.8677372776e-01
34.250000,5.1015600917e-01,5.2746127746e-01,5.0823462953e-01,4.7015980481e-01,4.7988368380e-01,5.2093738768e-01,5.2898310457e-01,4.9174791618e-01,4.7278609454e-01,4.8965009227e-01
34.300000,5.0801368124e-01,5.2840168755e-01,5.0485334526e-01,4.7570816551e-01,4.7584348845e-01,5.2495275578e-01,5.2350313387e-01,4.9517784225e-01,4.7163430428e-01,4.9191159580e-01
34.350000,5.0648111749e-01,5.2859780890e-01,5.0034377636e-01,4.8197538875e-01,4.7361160939e-01,5.2715262727e-01,5.1732112141e-01,4.9973563545e-01,4.7121484324e-01,4.9356607173e-01
34.400000,5.0551690774e-01,5.2827532333e-01,4.9477648522e-01,4.8858849396e-01,4.7340048957e-01,5.2732821916e-01,5.1080393919e-01,5.0534990374e-01,4.7130763849e-01,4.9465259960e-01
34.450000,5.0505143124e-01,5.2766412272e-01,4.8834244746e-01,4.9511306975e-01,4.7523445056e-01,5.2545792086e-01,5.0438065638e-01,5.1182802511e-01,4.7168940592e-01,4.9523846999e-01
34.500000,5.0499241138e-01,5.2698205982e-01,4.8131942785e-01,5.0110729439e-01,4.7895982524e-01,5.2169714031e-01,4.9848876638e-01,5.1888952860e-01,4.7214985636e-01,4.9541368966e-01
34.550000,5.0523256919e-01,5.2642030487e-01,4.7402853916e-01,5.0617958487e-01,4.8426553730e-01,5.1635777915e-01,4.9351667251e-01,5.2620952630e-01,4.7250610097e-01,4.9528338568e-01
34.600000,5.0565873182e-01,5.2613118406e-01,4.6678964082e-01,5.1003886185e-01,4.9071075006e-01,5.0988065666e-01,4.8975346475e-01,5.3346358214e-01,4.7261438185e-01,4.9495874600e-01
34.650000,5.0616149506e-01,5.2621921303e-01,4.5988367219e-01,5.1252793493e-01,4.9775788120e-01,5.0280255943e-01,4.8735548413e-01,5.4036590966e-01,4.7237845914e-01,4.9454739123e-01
34.700000,5.0664436787e-01,5.2673588327e-01,4.5352793197e-01,5.1363405303e-01,5.0481045327e-01,4.9571846429e-01,4.8633561166e-01,5.4669481381e-01,4.7175417575e-01,4.9414424509e-01
34.750000,5.0703130755e-01,5.2767855998e-01,4.4786722471e-01,5.1347535052e-01,5.1125534231e-01,4.8923942028e-01,4.8657652994e-01,5.5230233109e-01,4.7074993813e-01,4.9382399549e-01
34.800000,5.0727172487e-01,5.2899354974e-01,4.4298035135e-01,5.1226672264e-01,5.1650800555e-01,4.8394756118e-01,4.8786442286e-01,5.5710843999e-01,4.6942314979e-01,4.9363607203e-01
34.850000,5.0734239073e-01,5.3058297881e-01,4.3889829941e-01,5.1027262969e-01,5.2005775057e-01,4.8035120784e-01,4.8993565466e-01,5.6108334028e-01,4.6787302963e-01,4.9360271838e-01
34.900000,5.0724614642e-01,5.3231464303e-01,4.3562829135e-01,5.0775672326e-01,5.2150884113e-01,4.7884423143e-01,4.9252662465e-01,5.6422353887e-01,4.6623069097e-01,4.9372026889e-01
34.950000,5.0700780749e-01,5.3403357189e-01,4.3317700715e-01,5.0493856867e-01,5.2061288900e-01,4.7967413668e-01,4.9541664751e-01,5.6652838908e-01,4.6464773218e-01,4.9396325036e-01
35.000000,5.0666804265e-01,5.3557384210e-01,4.3156699357e-01,5.0196600557e-01,5.1728881187e-01,4.8292245827e-01,4.9845544205e-01,5.6798311273e-01,4.6328475758e-01,4.9429053361e-01
35.050000,5.0627622364e-01,5.3676928959e-01,4.3084236693e-01,4.9890811937e-01,5.1162840216e-01,4.8849930617e-01,5.0157033840e-01,5.6855230859e-01,4.6230110657e-01,4.9465253859e-01
35.100000,5.0588324984e-01,5.3746221440e-01,4.3106293105e-01,4.9576905206e-01,5.0388765668e-01,4.9615184295e-01,5.0475297731e-01,5.6818497880e-01,4.6184661541e-01,4.9499848149e-01
35.150000,5.0553518925e-01,5.3750983979e-01,4.3228900927e-01,4.9251796414e-01,4.9446581694e-01,5.0548476169e-01,5.0803009716e-01,5.6682893259e-01,4.6205558041e-01,4.9528280877e-01
35.200000,5.0526832350e-01,5.3678896944e-01,4.3456176570e-01,4.8912653559e-01,4.8387514908e-01,5.1598984241e-01,5.1142684718e-01,5.6444991695e-01,4.6304243668e-01,4.9547021346e-01
35.250000,5.0510592896e-01,5.3519975657e-01,4.3788484352e-01,4.8560352269e-01,4.7270481224e-01,5.2708140798e-01,5.1493290080e-01,5.6104970907e-01,4.6489823180e-01,4.9553888637e-01
35.300000,5.0505693023e-01,5.3266958785e-01,4.4221244809e-01,4.8201668548e-01,4.6158198932e-01,5.3813468700e-01,5.1848086959e-01,5.5667803080e-01,4.6768691608e-01,4.9548185555e-01
35.350000,5.0511644015e-01,5.2915775556e-01,4.4744676641e-01,4.7849579024e-01,4.5113313971e-01,5.4852436234e-01,5.2194321216e-01,5.5143531412e-01,4.7144082156e-01,4.9530639776e-01
35.400000,5.0526811798e-01,5.2466094832e-01,4.5344458060e-01,4.7521553190e-01,4.4194798313e-01,5.5766074614e-01,5.2514881154e-01,5.4546633723e-01,4.7615534581e-01,4.9503159736e-01
35.450000,5.0548817877e-01,5.1921885150e-01,4.6003013054e-01,4.7236270384e-01,4.3454858175e-01,5.6502116055e-01,5.2791503122e-01,5.3894754554e-01,4.8178358187e-01,4.9468423443e-01
35.500000,5.0575072934e-01,5.1291855796e-01,4.6700966969e-01,4.7009621071e-01,4.2936540768e-01,5.7017449554e-01,5.3008687548e-01,5.3207251155e-01,4.8823219764e-01,4.9429334443e-01
35.550000,5.0603389194e-01,5.0589624272e-01,4.7418326626e-01,4.6851036499e-01,4.2672135203e-01,5.7279780029e-01,5.3157305353e-01,5.2503993659e-01,4.9536008645e-01,4.9388400520e-01
35.600000,5.0632595619e-01,4.9833472823e-01,4.8135111591e-01,4.6761087833e-01,4.2682329736e-01,5.7268510899e-01,5.3236972561e-01,5.1804695571e-01,5.0298111356e-01,4.9347112011e-01
35.650000,5.0663065949e-01,4.9045611146e-01,4.8831423003e-01,4.6730948949e-01,4.2975953118e-01,5.6975010489e-01,5.3256606998e-01,5.1128797620e-01,5.1087173024e-01,4.9305409704e-01
35.700000,5.0697071508e-01,4.8250939364e-01,4.9487180485e-01,4.6743841157e-01,4.3550053247e-01,5.6402506173e-01,5.3233043637e-01,5.0495688698e-01,5.1878346477e-01,4.9261329253e-01
35.750000,5.0738892205e-01,4.7475386650e-01,5.0081891284e-01,4.6778115891e-01,4.4390102226e-01,5.5565823568e-01,5.3188035370e-01,4.9924915307e-01,5.2645950714e-01,4.9210886784e-01
35.800000,5.0794657119e-01,4.6743970955e-01,5.0594792304e-01,4.6811303819e-01,4.5470270376e-01,5.4491041708e-01,5.3144286316e-01,4.9436052176e-01,5.3365393080e-01,4.9148232148e-01
35.850000,5.0871930980e-01,4.6078774296e-01,5.1005543757e-01,4.6824327221e-01,4.6753929518e-01,5.3214920563e-01,5.3121295825e-01,4.9048062950e-01,5.4015163115e-01,4.9066051774e-01
35.900000,5.0979102405e-01,4.5497052519e-01,5.1295427587e-01,4.6805128092e-01,4.8194727333e-01,5.1783774644e-01,5.3131741752e-01,4.8778197671e-01,5.4578683369e-01,4.8956164627e-01
35.950000,5.1124653077e-01,4.5009698528e-01,5.1448811391e-01,4.6751146060e-01,4.9738612966e-01,5.0251423239e-01,5.3178960926e-01,4.8640657783e-01,5.5045803092e-01,4.8810232937e-01
36.000000,5.1316389355e-01,4.4620254521e-01,5.1454556565e-01,4.6670309311e-01,5.1327028341e-01,4.8676006872e-01,5.3255868435e-01,4.8645334211e-01,5.5413743769e-01,4.8620508620e-01
36.050000,5.1560701837e-01,4.4324621950e-01,5.1307102925e-01,4.6580417912e-01,5.2901133313e-01,4.7115799012e-01,5.3345452486e-01,4.8796865926e-01,5.5687351118e-01,4.8380553522e-01
36.100000,5.1861893283e-01,4.4111547922e-01,5.1007115709e-01,4.6506978960e-01,5.4406517912e-01,4.5624551630e-01,5.3422808844e-01,4.9094111645e-01,5.5878576797e-01,4.8085897298e-01
36.150000,5.2221592654e-01,4.3963876679e-01,5.0561757246e-01,4.6479707136e-01,5.5797534986e-01,4.4247230472e-01,5.3458526218e-01,4.9529953661e-01,5.6005201872e-01,4.7734619076e-01
36.200000,5.2638262022e-01,4.3860453654e-01,4.9984760883e-01,4.6528054700e-01,5.7040311107e-01,4.3017071314e-01,5.3423079632e-01,5.0091243440e-01,5.6088914310e-01,4.7327848938e-01
36.250000,5.3106807010e-01,4.3778473125e-01,4.9296486474e-01,4.6676289511e-01,5.8113732171e-01,4.1954652140e-01,5.3291726065e-01,5.0758705188e-01,5.6152948889e-01,4.6870179426e-01
36.300000,5.3618316449e-01,4.3695988328e-01,4.8524025060e-01,4.6938776988e-01,5.9008204655e-01,4.1069174963e-01,5.3049249332e-01,5.1506734279e-01,5.6219569819e-01,4.6369960127e-01
36.350000,5.4159974270e-01,4.3594273697e-01,4.7701246333e-01,4.7316194927e-01,5.9722608284e-01,4.0361539497e-01,5.2693818541e-01,5.2303209821e-01,5.6307705725e-01,4.5839428904e-01
36.400000,5.4715196157e-01,4.3459752856e-01,4.6868523995e-01,4.7793368320e-01,6.0260373159e-01,3.9828276030e-01,5.2239259290e-01,5.3109605142e-01,5.6431022770e-01,4.5294622281e-01
36.450000,5.5264038115e-01,4.3285280774e-01,4.6071802762e-01,4.8339227457e-01,6.0625852654e-01,3.9465167588e-01,5.1715217235e-01,5.3881754224e-01,5.6596647113e-01,4.4755012078e-01
36.500000,5.5783902064e-01,4.3070678030e-01,4.5360723510e-01,4.8909082463e-01,6.0822037648e-01,3.9269517331e-01,5.1165004224e-01,5.4571578409e-01,5.6804638656e-01,4.4242837665e-01
36.550000,5.6250528913e-01,4.2822533984e-01,4.4785691520e-01,4.9449029593e-01,6.0850209980e-01,3.9240464304e-01,5.0641298303e-01,5.5129904933e-01,5.7048199463e-01,4.3782139007e-01
36.600000,5.6639229928e-01,4.2553396886e-01,4.4394010278e-01,4.9901942374e-01,6.0711515083e-01,3.9377368600e-01,5.0200236005e-01,5.5510264449e-01,5.7314499285e-01,4.3397537112e-01
36.650000,5.6926270869e-01,4.2280532454e-01,4.4225446430e-01,5.0214232451e-01,6.0409846737e-01,3.9676874803e-01,4.9894708416e-01,5.5673303712e-01,5.7585937230e-01,4.3112846898e-01
36.700000,5.7090296874e-01,4.2024450833e-01,4.4307781470e-01,5.0342439969e-01,5.9955058192e-01,4.0129643075e-01,4.9767801336e-01,5.5591252368e-01,5.7841639906e-01,4.2949635976e-01
36.750000,5.7113672770e-01,4.1807381440e-01,4.4653003415e-01,5.0258740321e-01,5.9365438606e-01,4.0717814719e-01,4.9847294994e-01,5.5251780034e-01,5.8059016113e-01,4.2925857588e-01
36.800000,5.6983614521e-01,4.1651831597e-01,4.5254780162e-01,4.9954609647e-01,5.8668613594e-01,4.1414061023e-01,5.0141983865e-01,5.4660589279e-01,5.8215230580e-01,4.3054685732e-01
36.850000,5.6693002575e-01,4.1579316073e-01,4.6087735359e-01,4.9442137713e-01,5.7900450289e-01,4.2182642950e-01,5.0640330631e-01,5.3842211912e-01,5.8288506886e-01,4.3343665614e-01
36.900000,5.6240796457e-01,4.1609303441e-01,4.7108828675e-01,4.8752779279e-01,5.7102037913e-01,4.2982417240e-01,5.1311665503e-01,5.2838698149e-01,5.8259209850e-01,4.3794263492e-01
36.950000,5.5632011278e-01,4.1758395873e-01,4.8260845833e-01,4.7933668955e-01,5.6315250255e-01,4.3771285763e-01,5.2109808311e-01,5.1706188977e-01,5.8110686714e-01,4.4401858042e-01
37.000000,5.4877268114e-01,4.2039737756e-01,4.9477664894e-01,4.7041967548e-01,5.5577693580e-01,4.4511283420e-01,5.2978648706e-01,5.0509704686e-01,5.7829868112e-01,4.5156163183e-01
37.050000,5.3991985786e-01,4.2462628767e-01,5.0690637851e-01,4.6138025675e-01,5.4917967374e-01,4.5173371529e-01,5.3858903639e-01,4.9316812230e-01,5.7407651053e-01,4.6042016097e-01
37.100000,5.2995331870e-01,4.3032294989e-01,5.1835181065e-01,4.5278387737e-01,5.4352117129e-01,4.5741048351e-01,5.4695035579e-01,4.8191079831e-01,5.6839110195e-01,4.7040413254e-01
37.150000,5.1909084185e-01,4.3749750476e-01,5.2856576450e-01,4.4509747083e-01,5.3881958227e-01,4.6212087033e-01,5.5441228562e-01,4.7186317468e-01,5.6123607071e-01,4.8129643444e-01
37.200000,5.0756560023e-01,4.4611671111e-01,5.3714096491e-01,4.3864842024e-01,5.3495626898e-01,4.6598034803e-01,5.6065440399e-01,4.6342488572e-01,5.5264879290e-01,4.9286360389e-01
37.250000,4.9561743951e-01,4.5610214020e-01,5.4382880697e-01,4.3360936260e-01,5.3170309408e-01,4.6921514484e-01,5.6550894348e-01,4.5683861926e-01,5.4271181336e-01,5.0486463570e-01
37.300000,4.8348689423e-01,4.6732755247e-01,5.4853448688e-01,4.3001006831e-01,5.2876675472e-01,4.7211798199e-01,5.6894891219e-01,4.5219514792e-01,5.3155509075e-01,5.1705711053e-01
37.350000,4.7141197029e-01,4.7961581136e-01,5.5129223693e-01,4.2777185985e-01,5.2584180792e-01,4.7499488252e-01,5.7105395748e-01,4.4945810951e-01,5.1935876359e-01,5.2920060054e-01
37.400000,4.5962701207e-01,4.9273637975e-01,5.5222828355e-01,4.2675525436e-01,5.2266200521e-01,4.7811347310e-01,5.7196324295e-01,4.4850091984e-01,5.0635541277e-01,5.4105801641e-01
37.450000,4.4836246585e-01,5.0640495962e-01,5.5152094962e-01,4.2680913086e-01,5.1903983804e-01,4.8166294947e-01,5.7182694837e-01,4.4914643127e-01,4.9283026306e-01,5.5239606384e-01
37.500000,4.3784418056e-01,5.2028694765e-01,5.4936660638e-01,4.2781046137e-01,5.1488698494e-01,4.8573311035e-01,5.7076722791e-01,4.5120069385e-01,4.7911763856e-01,5.6298614841e-01
37.550000,4.2829108827e-01,5.3400597427e-01,5.4595730399e-01,4.2968723886e-01,5.1021308184e-01,4.9031514529e-01,5.6885585214e-01,4.5447506306e-01,4.6559238391e-01,5.7260686838e-01
37.600000,4.1991060580e-01,5.4715792835e-01,5.4147190033e-01,4.3242247570e-01,5.0510564948e-01,4.9532144310e-01,5.6611052834e-01,4.5879489886e-01,4.5265582943e-01,5.8104874062e-01
37.650000,4.1289174414e-01,5.5932976442e-01,5.3607867222e-01,4.3604231625e-01,4.9969852770e-01,5.0061714776e-01,5.6250676367e-01,4.6399690737e-01,4.4071699118e-01,5.8812116528e-01
37.700000,4.0739652439e-01,5.7012136277e-01,5.2994483873e-01,4.4059480667e-01,4.9413842678e-01,5.0605388328e-01,5.5799870068e-01,4.6991969026e-01,4.3017073662e-01,5.9366102982e-01
37.750000,4.0355073285e-01,5.7916806262e-01,5.2324768576e-01,4.4612679989e-01,4.8855858941e-01,5.1149662833e-01,5.5254150061e-01,4.7639276568e-01,4.2137530895e-01,5.9754192589e-01
37.800000,4.0143522843e-01,5.8616139091e-01,5.1618289274e-01,4.5266493151e-01,4.8306540691e-01,5.1683780864e-01,5.4610947065e-01,4.8322838263e-01,4.1463170978e-01,5.9968277779e-01
37.850000,4.0107895163e-01,5.9086595277e-01,5.0896753599e-01,4.6020354395e-01,4.7773932668e-01,5.2199713025e-01,5.3870724771e-01,4.9021856437e-01,4.1016699687e-01,6.0005474977e-01
37.900000,4.0245454046e-01,5.9313125273e-01,5.0183722340e-01,4.6869923446e-01,4.7264706442e-01,5.2690997475e-01,5.3037457343e-01,4.9713784744e-01,4.0812274472e-01,5.9868554419e-01
37.950000,4.0547712640e-01,5.9289809660e-01,4.9503824734e-01,4.7806956728e-01,4.6785930828e-01,5.3151001563e-01,5.2118730425e-01,5.0375078082e-01,4.0854902031e-01,5.9566053309e-01
38.000000,4.1000653631e-01,5.9019991864e-01,4.8881629957e-01,4.8819301203e-01,4.6346740286e-01,5.3571246455e-01,5.1125770725e-01,5.0982263493e-01,4.1140351594e-01,5.9112050792e-01
38.050000,4.1585280804e-01,5.8515972855e-01,4.8340335361e-01,4.9890817782e-01,4.5959373366e-01,5.3940320522e-01,5.0073598293e-01,5.1513175352e-01,4.1655511432e-01,5.8525614231e-01
38.100000,4.2278464937e-01,5.7798338008e-01,4.7900416481e-01,5.1001216532e-01,4.5639288288e-01,5.4243681477e-01,4.8981309195e-01,5.1948217470e-01,4.2379114311e-01,5.7829953301e-01
38.150000,4.3054023028e-01,5.6894966367e-01,4.7578376805e-01,5.2125945632e-01,4.5404310300e-01,5.4464407759e-01,4.7872327245e-01,5.2271524213e-01,4.3282776994e-01,5.7051341656e-01
38.200000,4.3883950085e-01,5.5839752056e-01,4.7385741204e-01,5.3236355312e-01,4.5272951855e-01,5.4584777945e-01,4.6774378693e-01,5.2471887795e-01,4.4332319684e-01,5.6217885371e-01
38.250000,4.4739708938e-01,5.4671063552e-01,4.7328434338e-01,5.4300340380e-01,4.5262148333e-01,5.4588455054e-01,4.5718961348e-01,5.2543320840e-01,4.5489335998e-01,5.5358231218e-01
38.300000,4.5593478649e-01,5.3429985972e-01,4.7406645098e-01,5.5283577920e-01,4.5384691112e-01,5.4463008550e-01,4.4740171766e-01,5.2485161845e-01,4.6712965799e-01,5.4500313289e-01
38.350000,4.6419268235e-01,5.2158428762e-01,4.7615186538e-01,5.6151368247e-01,4.5646657436e-01,5.4202480527e-01,4.3872871962e-01,5.2301720041e-01,4.7961787071e-01,5.3670231181e-01
38.400000,4.7193819628e-01,5.0897221383e-01,4.7944236120e-01,5.6870994666e-01,4.6045160889e-01,5.3809668250e-01,4.3150280873e-01,5.2001577509e-01,4.9195703998e-01,5.2891336683e-01
38.450000,4.7897249216e-01,4.9684345304e-01,4.8380230685e-01,5.7414450582e-01,4.6566773166e-01,5.3297759788e-01,4.2601153473e-01,5.1596772856e-01,5.0377683729e-01,5.2183581199e-01
38.500000,4.8513406113e-01,4.8553449413e-01,4.8906650180e-01,5.7761324403e-01,4.7186963969e-01,5.2690958331e-01,4.2246776389e-01,5.1102126961e-01,5.1475196521e-01,5.1563147721e-01
38.550000,4.9029952517e-01,4.7532765058e-01,4.9504488223e-01,5.7901561028e-01,4.7870831642e-01,5.2023804982e-01,4.2098083981e-01,5.0534902928e-01,5.2461245847e-01,5.1042363795e-01
38.600000,4.9438193989e-01,4.6644483700e-01,5.0152366713e-01,5.7837729937e-01,4.8575234727e-01,5.1339076909e-01,4.2153286243e-01,4.9914829532e-01,5.3314929229e-01,5.0629869021e-01
38.650000,4.9732704714e-01,4.5904598548e-01,5.0826450059e-01,5.7586353241e-01,4.9252205334e-01,5.0684375046e-01,4.2396470855e-01,4.9264316799e-01,5.4021532839e-01,5.0330992563e-01
38.700000,4.9910806365e-01,4.5323156469e-01,5.1500469582e-01,5.7177837900e-01,4.9853285609e-01,5.0107764053e-01,4.2797642500e-01,4.8608537276e-01,5.4572218369e-01,5.0148281876e-01
38.750000,4.9971970771e-01,4.4904828360e-01,5.2146206535e-01,5.6654669774e-01,5.0334247001e-01,4.9653016217e-01,4.3314539957e-01,4.7975011417e-01,5.4963398388e-01,5.0082111579e-01
38.800000,4.9917225935e-01,4.4649689079e-01,5.2734672092e-01,5.6067785081e-01,5.0659578317e-01,4.9355088330e-01,4.3896305816e-01,4.7392451015e-01,5.5195912665e-01,5.0131291669e-01
38.850000,4.9748649087e-01,4.4554099180e-01,5.3237993741e-01,5.5471402767e-01,5.0806172651e-01,4.9236415616e-01,4.4488710933e-01,4.6888850896e-01,5.5274115190e-01,5.0293589939e-01
38.900000,4.9469024352e-01,4.4611594298e-01,5.3631750059e-01,5.4916989048e-01,5.0765774564e-01,4.9304470376e-01,4.5040247094e-01,4.6489094170e-01,5.5204966351e-01,5.0566089687e-01
38.950000,4.9081721805e-01,4.4813707744e-01,5.3897289885e-01,5.4447314192e-01,5.0545915677e-01,4.9550858616e-01,4.5508115291e-01,4.6212548646e-01,5.4997203393e-01,5.0945324751e-01
39.000000,4.8590818385e-01,4.5150673236e-01,5.4023506469e-01,5.4091647419e-01,5.0169224968e-01,4.9952062036e-01,4.5863056622e-01,4.6071200596e-01,5.4660639747e-01,5.1427170521e-01
39.050000,4.8001434104e-01,4.5611975510e-01,5.4007638738e-01,5.3862970997e-01,4.9671134911e-01,5.0471792298e-01,4.6092143912e-01,4.6068769928e-01,5.4205622715e-01,5.2006516888e-01
39.100000,4.7320209358e-01,4.6186735309e-01,5.3854904667e-01,5.3757709950e-01,4.9096133052e-01,5.1064794423e-01,4.6199042111e-01,4.6201013537e-01,5.3642660619e-01,5.2676796973e-01
39.150000,4.6555813629e-01,4.6863930403e-01,5.3577054780e-01,5.3757970115e-01,4.8492860307e-01,5.1681787121e-01,4.6201752137e-01,4.6457133796e-01,5.2982216480e-01,5.3429481232e-01
39.200000,4.5719363313e-01,4.7632463822e-01,5.3190174381e-01,5.3835790716e-01,4.7908545237e-01,5.2275046042e-01,4.6128339165e-01,4.6821961019e-01,5.2234657123e-01,5.4253659183e-01
39.250000,4.4824641640e-01,4.8481093138e-01,5.2712193712e-01,5.3958572113e-01,4.7383461164e-01,5.2803945769e-01,4.6011489106e-01,4.7278442156e-01,5.1410345302e-01,5.5135815900e-01
39.300000,4.3888052942e-01,4.9398231837e-01,5.2160565693e-01,5.4094706019e-01,4.6946232922e-01,5.3239642876e-01,4.5882866264e-01,4.7809964402e-01,5.0519866027e-01,5.6059871019e-01
39.350000,4.2928296049e-01,5.0371630601e-01,5.1550469130e-01,5.4218514684e-01,4.6610818236e-01,5.3568087188e-01,4.5768162308e-01,4.8402144760e-01,4.9574381560e-01,5.7007495486e-01
39.400000,4.1965792330e-01,5.1387950085e-01,5.0893747436e-01,5.4313837250e-01,4.6375785714e-01,5.3790749972e-01,4.5683493544e-01,4.9043868260e-01,4.8586104919e-01,5.7958670489e-01
