# E0 = 9.610000000000001
time,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
13.050000,4.4224945913e-01,4.3887370681e-01,5.1728745196e-01,4.6679399364e-01,5.1693055440e-01,4.8295881997e-01,5.3291129908e-01,4.8256968973e-01,5.6105036977e-01,5.5837465549e-01
13.100000,4.4463124655e-01,4.4041116672e-01,5.1991231352e-01,4.6098220717e-01,5.1230176259e-01,4.8764425036e-01,5.3874074860e-01,4.7997554931e-01,5.5940735834e-01,5.5599339686e-01
13.150000,4.4724209308e-01,4.4289794193e-01,5.2153106267e-01,4.5491694342e-01,5.0783696531e-01,4.9217070467e-01,5.4483140599e-01,4.7837619260e-01,5.5682619093e-01,5.5337049941e-01
13.200000,4.5006220864e-01,4.4618874925e-01,5.2217976826e-01,4.4876416792e-01,5.0373159268e-01,4.9634062234e-01,5.5101598783e-01,4.7773666640e-01,5.5345426956e-01,5.5052596710e-01
13.250000,4.5307102127e-01,4.5012249376e-01,5.2188046125e-01,4.4273849060e-01,5.0020435208e-01,4.9993293147e-01,5.5707767661e-01,4.7803785433e-01,5.4945396041e-01,5.4748075823e-01
13.300000,4.5624492074e-01,4.5452516076e-01,5.2065208877e-01,4.3709357317e-01,4.9746782844e-01,5.0273289618e-01,5.6275983124e-01,4.7926484828e-01,5.4499983278e-01,5.4425901965e-01
13.350000,4.5955491307e-01,4.5921320645e-01,5.1852838201e-01,4.3210154430e-01,4.9569064395e-01,5.0457024360e-01,5.6778688991e-01,4.8138829853e-01,5.4027545432e-01,5.4089042386e-01
13.400000,4.6296472442e-01,4.6399884859e-01,5.1557642394e-01,4.2802504503e-01,4.9496223763e-01,5.0535447532e-01,5.7189278025e-01,4.8434510202e-01,5.3546829141e-01,5.3741207139e-01
13.450000,4.6642998981e-01,4.6869768667e-01,5.1190914669e-01,4.2508798832e-01,4.9527126653e-01,5.0509638886e-01,5.7485064928e-01,4.8802531870e-01,5.3076224295e-01,5.3386932218e-01
13.500000,4.6989902388e-01,4.7313798396e-01,5.0768661389e-01,4.2345169666e-01,4.9650479681e-01,5.0390871092e-01,5.7649713429e-01,4.9227053454e-01,5.2632844911e-01,5.3031505596e-01
13.550000,4.7331529709e-01,4.7717013439e-01,5.0310432378e-01,4.2320159229e-01,4.9846917141e-01,5.0198503871e-01,5.7674590765e-01,4.9688545587e-01,5.2231584651e-01,5.2680723230e-01
13.600000,4.7662123501e-01,4.8067458469e-01,4.9837082672e-01,4.2434660063e-01,5.0092694943e-01,4.9956276479e-01,5.7558828932e-01,5.0166041316e-01,5.1884321109e-01,5.2340512516e-01
13.650000,4.7976249139e-01,4.8356683436e-01,4.9368034131e-01,4.2682993240e-01,5.0363986203e-01,4.9688007941e-01,5.7308227115e-01,5.0639902718e-01,5.1599408917e-01,5.2016507160e-01
13.700000,4.8269159628e-01,4.8579891991e-01,4.8918766062e-01,4.3054707083e-01,5.0640669979e-01,4.9413813897e-01,5.6933418558e-01,5.1094366789e-01,5.1381523541e-01,5.1713682473e-01
13.750000,4.8536995948e-01,4.8735769684e-01,4.8499198016e-01,4.3536542921e-01,5.0908745780e-01,4.9147704653e-01,5.6447864110e-01,5.1519200012e-01,5.1231826572e-01,5.1436152305e-01
13.800000,4.8776762098e-01,4.8826094582e-01,4.8113364625e-01,4.4114052868e-01,5.1160969457e-01,4.8896964113e-01,5.5866196877e-01,5.1910056066e-01,5.1148351236e-01,5.1187188078e-01
13.850000,4.8986076830e-01,4.8855263400e-01,4.7760414628e-01,4.4772536290e-01,5.1395806215e-01,4.8663208419e-01,5.5203259188e-01,5.2267501363e-01,5.1126475690e-01,5.0969457976e-01
13.900000,4.9162769561e-01,4.8829851097e-01,4.7436612679e-01,4.5497216134e-01,5.1615169450e-01,4.8444650649e-01,5.4473915741e-01,5.2595029027e-01,5.1159366384e-01,5.0785419277e-01
13.950000,4.9304435953e-01,4.8758272215e-01,4.7137785515e-01,4.6272821879e-01,5.1821578716e-01,4.8238934791e-01,5.3693477712e-01,5.2896620720e-01,5.1238323236e-01,5.0637749265e-01
14.000000,4.9408084605e-01,4.8650548848e-01,4.6861587357e-01,4.7082916159e-01,5.2015345387e-01,4.8045929183e-01,5.2878398939e-01,5.3174483304e-01,5.1353021793e-01,5.0529684425e-01
14.050000,4.9469986079e-01,4.8518134566e-01,4.6609058772e-01,4.7909361546e-01,5.2192267267e-01,4.7869999880e-01,5.2046842872e-01,5.3427487981e-01,5.1491703056e-01,5.0465157980e-01
14.100000,4.9485785882e-01,4.8373711230e-01,4.6385167983e-01,4.8732270290e-01,5.2342177516e-01,4.7721423349e-01,5.1218770325e-01,5.3650624398e-01,5.1641393692e-01,5.0448675335e-01
14.150000,4.9450879014e-01,4.8230872103e-01,4.6198282046e-01,4.9530637252e-01,5.2448596360e-01,4.7616697520e-01,5.0415339286e-01,5.3835523174e-01,5.1788242461e-01,5.0484930783e-01
14.200000,4.9360983048e-01,4.8103626621e-01,4.6058750618e-01,5.0283664006e-01,5.2489657817e-01,4.7577587867e-01,4.9657600179e-01,5.3971864736e-01,5.1918035993e-01,5.0578229115e-01
14.250000,4.9212804628e-01,4.8005701530e-01,4.5976952037e-01,5.0972585060e-01,5.2440368073e-01,4.7628860174e-01,4.8964668511e-01,5.4049325385e-01,5.2016917115e-01,5.0731817488e-01
14.300000,4.9004679226e-01,4.7949660471e-01,4.5961230517e-01,5.1582648414e-01,5.2276047160e-01,4.7794853661e-01,4.8351718951e-01,5.4059632749e-01,5.2072281282e-01,5.0947247570e-01
14.350000,4.8737076506e-01,4.7945911594e-01,4.6016144497e-01,5.2104818384e-01,5.1976519317e-01,4.8095329507e-01,4.7828234016e-01,5.3998311893e-01,5.2073779121e-01,5.1223875167e-01
14.400000,4.8412897413e-01,4.8001714266e-01,4.6141360794e-01,5.2536782504e-01,5.1530331731e-01,4.8541309668e-01,4.7396932086e-01,5.3865788801e-01,5.2014312138e-01,5.1558570600e-01
14.450000,4.8037533540e-01,4.8120325073e-01,4.6331384481e-01,5.2882961223e-01,5.0938122427e-01,4.9131774858e-01,4.7053687366e-01,5.3667662271e-01,5.1890880199e-01,5.1945668562e-01
14.500000,4.7618703090e-01,4.8300433529e-01,4.6576133871e-01,5.3153420155e-01,5.0214334530e-01,4.9852011287e-01,4.6788555902e-01,5.3414134994e-01,5.1705130188e-01,5.2377142453e-01
14.550000,4.7166111237e-01,4.8536022094e-01,4.6862185671e-01,5.3361827199e-01,4.9386814151e-01,5.0674056326e-01,4.6587778661e-01,5.3118777684e-01,5.1463472145e-01,5.2842954834e-01
14.600000,4.6690999768e-01,4.8816739224e-01,4.7174367653e-01,5.3522821865e-01,4.8494349672e-01,5.1559176500e-01,4.6436403668e-01,5.2796946853e-01,5.1176676110e-01,5.3331518687e-01
14.650000,4.6205649794e-01,4.9128800306e-01,4.7497305651e-01,5.3649312060e-01,4.7582738843e-01,5.2461788690e-01,4.6321014776e-01,5.2464246603e-01,5.0858937805e-01,5.3830205472e-01
14.700000,4.5722884564e-01,4.9456340134e-01,4.7816566070e-01,5.3750241866e-01,4.6700312671e-01,5.3333899458e-01,4.6232018930e-01,5.2135390346e-01,5.0526493155e-01,5.4325852807e-01
14.750000,4.5255593259e-01,4.9783050733e-01,4.8119174362e-01,5.3829272718e-01,4.5893870018e-01,5.4129117941e-01,4.6165038605e-01,5.1823679692e-01,5.0195951802e-01,5.4805250870e-01
14.800000,4.4816269771e-01,5.0093871964e-01,4.8393499406e-01,5.3884616855e-01,4.5205676907e-01,5.4805600419e-01,4.6121156082e-01,5.1541109388e-01,4.9882585771e-01,5.5255613436e-01
14.850000,4.4416542393e-01,5.0376478506e-01,4.8628709912e-01,5.3910011965e-01,4.4671685484e-01,5.5327783355e-01,4.6106006370e-01,5.1298892351e-01,4.9598832200e-01,5.5665057465e-01
14.900000,4.4066668377e-01,5.0622334939e-01,4.8814159069e-01,5.3896595640e-01,4.4320637928e-01,5.5667248212e-01,4.6127949502e-01,5.1108050112e-01,4.9353239305e-01,5.6023116916e-01
14.950000,4.3774984612e-01,5.0827166524e-01,4.8939082067e-01,5.3835281795e-01,4.4173443024e-01,5.5803334097e-01,4.6195715344e-01,5.0979686630e-01,4.9150006913e-01,5.6321298994e-01
15.000000,4.3547338830e-01,5.0990800203e-01,4.8992882356e-01,5.3719184669e-01,4.4242257163e-01,5.5724065013e-01,4.6315977039e-01,5.0924672778e-01,4.8989164220e-01,5.6553657729e-01
15.050000,4.3386565107e-01,5.1116443714e-01,4.8966070419e-01,5.3545672639e-01,4.4529037204e-01,5.5427618602e-01,4.6491277884e-01,5.0952681106e-01,4.8867312951e-01,5.6717320373e-01
15.100000,4.3292099042e-01,5.1209565651e-01,4.8851676199e-01,5.3317733075e-01,4.5023803915e-01,5.4924089295e-01,4.6718640261e-01,5.1070752848e-01,4.8778769020e-01,5.6812870695e-01
15.150000,4.3259837969e-01,5.1276597423e-01,4.8646769004e-01,5.3044452904e-01,4.5703249186e-01,5.4236903794e-01,4.6989061800e-01,5.1281765924e-01,4.8716878440e-01,5.6844483556e-01
15.200000,4.3282330939e-01,5.1323691350e-01,4.8353652944e-01,5.2740539539e-01,4.6530460456e-01,5.3403107907e-01,4.7287981364e-01,5.1583237636e-01,4.8675271496e-01,5.6819726370e-01
15.250000,4.3349332117e-01,5.1355740065e-01,4.7980383484e-01,5.2424914490e-01,4.7456354472e-01,5.2471928081e-01,4.7596685545e-01,5.1966817147e-01,4.8648849961e-01,5.6748994640e-01
15.300000,4.3448680189e-01,5.1375801033e-01,4.7540440392e-01,5.2118514986e-01,4.8422977195e-01,5.1501450371e-01,4.7894518592e-01,5.2418631958e-01,4.8634364888e-01,5.6644620396e-01
15.350000,4.3567393787e-01,5.1384989817e-01,4.7051623581e-01,5.1841548573e-01,4.9368306598e-01,5.0553784272e-01,4.8161644774e-01,5.2920419974e-01,4.8630523460e-01,5.6519765163e-01
15.400000,4.3692820068e-01,5.1382820271e-01,4.6534429000e-01,5.1610562065e-01,5.0231786051e-01,4.9689491939e-01,4.8381993013e-01,5.3451186888e-01,4.8637648738e-01,5.6387261967e-01
15.450000,4.3813656993e-01,5.1367891613e-01,4.6010250074e-01,5.1435788418e-01,5.0959658815e-01,4.8962223294e-01,4.8545910578e-01,5.3989039356e-01,4.8656993807e-01,5.6258587052e-01
15.500000,4.3920696209e-01,5.1338762101e-01,4.5499717765e-01,5.1319283839e-01,5.1509301183e-01,4.8414370741e-01,4.8652005541e-01,5.4512876563e-01,4.8689871147e-01,5.6143114912e-01
15.550000,4.4007196519e-01,5.1294816696e-01,4.5021368012e-01,5.1254319527e-01,5.1852083705e-01,4.8074222608e-01,4.8707709408e-01,5.5003747586e-01,4.8736789600e-01,5.6047746338e-01
15.600000,4.4068880329e-01,5.1236938910e-01,4.4590671051e-01,5.1226322041e-01,5.1974679353e-01,4.7954699297e-01,4.8728267506e-01,5.5445837521e-01,4.8796788068e-01,5.5976915924e-01
15.650000,4.4103624687e-01,5.1167837534e-01,4.4219340339e-01,5.1215373077e-01,5.1879037293e-01,4.8053448663e-01,4.8734154417e-01,5.5827163894e-01,4.8867114343e-01,5.5932905755e-01
15.700000,4.4110973473e-01,5.1091952019e-01,4.3914805320e-01,5.1199934941e-01,5.1581365673e-01,4.8353944657e-01,4.8747262215e-01,5.6140100364e-01,4.8943324514e-01,5.5916336824e-01
15.750000,4.4091615566e-01,5.1014951698e-01,4.3679788065e-01,5.1161146254e-01,5.1110419666e-01,4.8827274846e-01,4.8786534626e-01,5.6381790468e-01,4.9019786985e-01,5.5926691826e-01
15.800000,4.4046954132e-01,5.0942932735e-01,4.3512035400e-01,5.1086825920e-01,5.0505250102e-01,4.9434441938e-01,4.8863926669e-01,5.6554403418e-01,4.9090486508e-01,5.5962743177e-01
15.850000,4.3978844553e-01,5.0881479926e-01,4.3404367206e-01,5.0974303970e-01,4.9812439788e-01,5.0129136472e-01,4.8981584267e-01,5.6665074685e-01,4.9149960426e-01,5.6022808707e-01
15.900000,4.3889518942e-01,5.0834781377e-01,4.3345250019e-01,5.0831391427e-01,4.9082820919e-01,5.0860980053e-01,4.9130936212e-01,5.6725324754e-01,4.9194178480e-01,5.6104817817e-01
15.950000,4.3781660926e-01,5.0804958149e-01,4.3320057530e-01,5.0675176581e-01,4.8367748778e-01,5.1579167965e-01,4.9294004753e-01,5.6749795498e-01,4.9221203898e-01,5.6206225921e-01
16.000000,4.3658557783e-01,5.0791708191e-01,4.3313037495e-01,5.0528809487e-01,4.7715161165e-01,5.2236296871e-01,4.9446755956e-01,5.6754284348e-01,4.9231536785e-01,5.6323851918e-01
16.050000,4.3524243848e-01,5.0792286044e-01,4.3309804842e-01,5.0416897872e-01,4.7165799274e-01,5.2792024862e-01,4.9563841955e-01,5.6753255241e-01,4.9228119405e-01,5.6453726658e-01
16.100000,4.3383557707e-01,5.0801772216e-01,4.3299983300e-01,5.0360473476e-01,4.6750028924e-01,5.3216150306e-01,4.9623748964e-01,5.6757202542e-01,4.9216051130e-01,5.6591031434e-01
16.150000,4.3242060176e-01,5.0813548498e-01,4.3279485299e-01,5.0372614640e-01,4.6485647067e-01,5.3490746201e-01,4.9613242004e-01,5.6770376897e-01,4.9202098752e-01,5.6730180467e-01
16.200000,4.3105792650e-01,5.0819894203e-01,4.3251898802e-01,5.0455693984e-01,4.6376907124e-01,5.3611129224e-01,4.9530123584e-01,5.6789403463e-01,4.9194088915e-01,5.6865068051e-01
16.250000,4.2980889227e-01,5.0812645156e-01,4.3228557777e-01,5.0600881666e-01,4.6414807623e-01,5.3585620166e-01,4.9383674699e-01,5.6803215121e-01,4.9200242091e-01,5.6989466474e-01
16.300000,4.2873085756e-01,5.0783893063e-01,4.3227095338e-01,5.0790047468e-01,4.6578528745e-01,5.3434200963e-01,4.9192646727e-01,5.6794500625e-01,4.9228470901e-01,5.7097530414e-01
16.350000,4.2787190717e-01,5.0726726866e-01,4.3268572718e-01,5.0999675775e-01,4.6837811437e-01,5.3186255069e-01,4.8981212368e-01,5.6742572885e-01,4.9285640938e-01,5.7184341229e-01
16.400000,4.2726593646e-01,5.0636016161e-01,4.3373583488e-01,5.1205953448e-01,4.7156050757e-01,5.2877596957e-01,4.8773742997e-01,5.6627255773e-01,4.9376793295e-01,5.7246413478e-01
16.450000,4.2692884323e-01,5.0509208905e-01,4.3557986003e-01,5.1389914697e-01,4.7493879120e-01,5.2546993577e-01,4.8589555081e-01,5.6433134191e-01,4.9504355677e-01,5.7282088426e-01
16.500000,4.2685639569e-01,5.0347073530e-01,4.3829060906e-01,5.1541494923e-01,4.7812995657e-01,5.2232405011e-01,4.8438794120e-01,5.6153369392e-01,4.9667411045e-01,5.7291755847e-01
16.550000,4.2702406491e-01,5.0154278202e-01,4.4182885280e-01,5.1661570484e-01,4.8079927340e-01,5.1967249638e-01,4.8320389513e-01,5.5792288961e-01,4.9861130151e-01,5.7277873940e-01
16.600000,4.2738877137e-01,4.9939684921e-01,4.4603547685e-01,5.1761498758e-01,4.8269302672e-01,5.1777112169e-01,4.8222564586e-01,5.5366131070e-01,5.0076489284e-01,5.7244791719e-01
16.650000,4.2789218482e-01,4.9716252471e-01,4.5064517218e-01,5.1860227903e-01,4.8366139597e-01,5.1677399338e-01,4.8125820137e-01,5.4901636585e-01,5.0300378169e-01,5.7198410100e-01
16.700000,4.2846502480e-01,4.9500487008e-01,4.5532074816e-01,5.1979593008e-01,4.8366673645e-01,5.1672429309e-01,4.8007754505e-01,5.4432589061e-01,5.0516158169e-01,5.7145738000e-01
16.750000,4.2903179527e-01,4.9311440183e-01,4.5970292640e-01,5.2138828307e-01,4.8277435460e-01,5.1756260748e-01,4.7848666479e-01,5.3994824620e-01,5.0704670190e-01,5.7094401846e-01
16.800000,4.2951555163e-01,4.9169316388e-01,4.6346696886e-01,5.2349506596e-01,4.8112626646e-01,5.1915228362e-01,4.7636706907e-01,5.3620581423e-01,5.0845630613e-01,5.7052151015e-01
16.850000,4.2984256965e-01,4.9093800672e-01,4.6637554890e-01,5.2612024507e-01,4.7890265117e-01,5.2131727654e-01,4.7371442842e-01,5.3333248141e-01,5.0919304528e-01,5.7026374685e-01
16.900000,4.2994704489e-01,4.9102251980e-01,4.6831746311e-01,5.2914409086e-01,4.7627946541e-01,5.2388412326e-01,4.7065050133e-01,5.3143546436e-01,5.0908313146e-01,5.7023619552e-01
16.950000,4.2977606733e-01,4.9207924625e-01,4.6932423328e-01,5.3233709810e-01,4.7339256775e-01,5.2671774258e-01,4.6740872059e-01,5.3047932451e-01,5.0799414300e-01,5.7049085663e-01
17.000000,4.2929500978e-01,4.9418389286e-01,4.6956095715e-01,5.3539681143e-01,4.7031774733e-01,5.2974165471e-01,4.6429650490e-01,5.3029568822e-01,5.0585085971e-01,5.7106087390e-01
17.050000,4.2849314439e-01,4.9734326126e-01,4.6929304211e-01,5.3799980167e-01,4.6707218073e-01,5.3293703076e-01,4.6164223801e-01,5.3061691677e-01,5.0264740290e-01,5.7195498138e-01
17.100000,4.2738886110e-01,5.0148853723e-01,4.6883550845e-01,5.3985803678e-01,4.6363699822e-01,5.3632078284e-01,4.5973788936e-01,5.3112695500e-01,4.9845402655e-01,5.7315240447e-01
17.150000,4.2603347270e-01,5.0647530311e-01,4.6849518380e-01,5.4076824206e-01,4.5999455064e-01,5.3990897453e-01,4.5878888164e-01,5.3151901279e-01,4.9341716489e-01,5.7459921383e-01
17.200000,4.2451242815e-01,5.1209109170e-01,4.6851744024e-01,5.4064455024e-01,4.5616956806e-01,5.4367623471e-01,4.5888104516e-01,5.3154846994e-01,4.8775188206e-01,5.7620728974e-01
17.250000,4.2294293290e-01,5.1807044697e-01,4.6904782720e-01,5.3952831946e-01,4.5226215012e-01,5.4752313357e-01,4.5997083502e-01,5.3107074996e-01,4.8172672913e-01,5.7785687568e-01
17.300000,4.2146749785e-01,5.2411637148e-01,4.7011536249e-01,5.3757363497e-01,4.4846286602e-01,5.5126118223e-01,4.6190025971e-01,5.3005752836e-01,4.7564211701e-01,5.7940317990e-01
17.350000,4.2024369381e-01,5.2992591486e-01,4.7163928075e-01,5.3501176919e-01,4.4504540051e-01,5.5462000714e-01,4.6443313740e-01,5.2858960054e-01,4.6980446263e-01,5.8068673319e-01
17.400000,4.1943117666e-01,5.3521675976e-01,4.7345595031e-01,5.3210186837e-01,4.4233844857e-01,5.5727503029e-01,4.6730526360e-01,5.2682978558e-01,4.6449928659e-01,5.8154643027e-01
17.450000,4.1917765111e-01,5.3975125077e-01,4.7535869010e-01,5.2907766483e-01,4.4068389799e-01,5.5888868844e-01,4.7027853957e-01,5.2498316427e-01,4.5996686520e-01,5.8183358772e-01
17.500000,4.1960569146e-01,5.4335455128e-01,4.7714122764e-01,5.2610066267e-01,4.4039112290e-01,5.5915546649e-01,4.7318849109e-01,5.2325387707e-01,4.5638380135e-01,5.8142510806e-01
17.550000,4.2080217458e-01,5.4592450471e-01,4.7863584193e-01,5.2322891733e-01,4.4169680967e-01,5.5784143259e-01,4.7597598021e-01,5.2180735482e-01,4.5385297600e-01,5.8023400817e-01
17.600000,4.2281156355e-01,5.4743215160e-01,4.7973951351e-01,5.2040747248e-01,4.4473668735e-01,5.5481200648e-01,4.7869701686e-01,5.2074455178e-01,4.5240294740e-01,5.7821608898e-01
17.650000,4.2563356139e-01,5.4791341811e-01,4.8042486138e-01,5.1748229870e-01,4.4953126742e-01,5.5004593847e-01,4.8150883344e-01,5.2009130116e-01,4.5199627999e-01,5.7537223995e-01
17.700000,4.2922492499e-01,5.4745391084e-01,4.8073627539e-01,5.1423500434e-01,4.5598391650e-01,5.4363722273e-01,4.8463498031e-01,5.1980231945e-01,4.5254484963e-01,5.7174659582e-01
17.750000,4.3350465505e-01,5.4616974344e-01,4.8077455086e-01,5.1043157842e-01,4.6388757418e-01,5.3578863458e-01,4.8831621857e-01,5.1977654148e-01,4.5392917367e-01,5.6742132974e-01
17.800000,4.3836145589e-01,5.4418771958e-01,4.8067493272e-01,5.0587581190e-01,4.7293657541e-01,5.2680038738e-01,4.9275659986e-01,5.1987891987e-01,4.5601841625e-01,5.6250918114e-01
17.850000,4.4366230108e-01,5.4162798394e-01,4.8058366360e-01,5.0045738587e-01,4.8274175443e-01,5.1705564748e-01,4.9807478065e-01,5.1996367407e-01,4.5868793886e-01,5.5714487002e-01
17.900000,4.4926108943e-01,5.3859153547e-01,4.8063717656e-01,4.9418603742e-01,4.9284908801e-01,5.0700254303e-01,5.0426919960e-01,5.1989493823e-01,4.6183199231e-01,5.5147639994e-01
17.950000,4.5500664005e-01,5.3515396010e-01,4.8094648538e-01,4.8720635694e-01,5.0276334104e-01,4.9713109946e-01,5.1120261073e-01,5.1956232486e-01,4.6537018923e-01,5.4565699221e-01
18.000000,4.6074956606e-01,5.3136559567e-01,4.8158763852e-01,4.7979186397e-01,5.1197781150e-01,4.8794392716e-01,5.1860737774e-01,5.1889056398e-01,4.6924754383e-01,5.3983811158e-01
18.050000,4.6634782358e-01,5.2725728327e-01,4.8259772690e-01,4.7232106716e-01,5.2000947085e-01,4.7992133243e-01,5.2610887835e-01,5.1784369807e-01,4.7342892327e-01,5.3416379611e-01
18.100000,4.7167092846e-01,5.2285003959e-01,4.8397508246e-01,4.6524129124e-01,5.2643641285e-01,4.7348395401e-01,5.3326128429e-01,5.1642511688e-01,4.7788957270e-01,5.2876631753e-01
18.150000,4.7660296286e-01,5.1816650427e-01,4.8568201283e-01,4.5902749111e-01,5.3093269369e-01,4.6895789518e-01,5.3958853215e-01,5.1467498266e-01,4.8260385353e-01,5.2376307172e-01
18.200000,4.8104456411e-01,5.1324192316e-01,4.8764861385e-01,4.5414286622e-01,5.3329523443e-01,4.6654774706e-01,5.4462369147e-01,5.1266640526e-01,4.8753442630e-01,5.1925452814e-01
18.250000,4.8491410205e-01,5.0813271314e-01,4.8977677101e-01,4.5100611920e-01,5.3345866890e-01,4.6632167240e-01,5.4794188949e-01,5.1050119707e-01,4.9262382251e-01,5.1532304423e-01
18.300000,4.8814821489e-01,5.0292125069e-01,4.9194426239e-01,4.4996735105e-01,5.3149634646e-01,4.6821035681e-01,5.4918479144e-01,5.0830529797e-01,4.9778975235e-01,5.1203237594e-01
18.350000,4.9070179986e-01,4.9771631186e-01,4.9400972893e-01,4.5129172577e-01,5.2760820562e-01,4.7201908293e-01,5.4807748530e-01,5.0622317641e-01,5.0292470727e-01,5.0942777604e-01
18.400000,4.9254747113e-01,4.9264940775e-01,4.9581993775e-01,4.5514800313e-01,5.2209804016e-01,4.7745034255e-01,5.4444064476e-01,5.0440990749e-01,5.0789959975e-01,5.0753664553e-01
18.450000,4.9367444541e-01,4.8786793914e-01,4.9722094180e-01,4.6159839759e-01,5.1534337726e-01,4.8413369360e-01,5.3820147187e-01,5.0301947744e-01,5.1257050496e-01,5.0636975092e-01
18.500000,4.9408683442e-01,4.8352650581e-01,4.9807418384e-01,4.7058712930e-01,5.0776098856e-01,4.9165978962e-01,5.2940599517e-01,5.0218840685e-01,5.1678716360e-01,5.0592300282e-01
18.550000,4.9380143221e-01,4.7977778640e-01,4.9827722806e-01,4.8192718954e-01,4.9977060343e-01,4.9961601077e-01,5.1823312170e-01,5.0201510073e-01,5.2040183625e-01,5.0617969092e-01
18.600000,4.9284526291e-01,4.7676417664e-01,4.9778684381e-01,4.9528756917e-01,4.9175934373e-01,5.0762123930e-01,5.0500809811e-01,5.0253721976e-01,5.2327734177e-01,5.0711290480e-01
18.650000,4.9125334011e-01,4.7461093371e-01,4.9664014858e-01,5.1018561148e-01,4.8404999525e-01,5.1535678420e-01,4.9021061910e-01,5.0371130458e-01,5.2529356545e-01,5.0868769753e-01
18.700000,4.8906719601e-01,4.7342106059e-01,4.9496818493e-01,5.2599040337e-01,4.7687711924e-01,5.2258960353e-01,4.7447158408e-01,5.0540015072e-01,5.2635224430e-01,5.1086245323e-01
18.750000,4.8633469069e-01,4.7327171150e-01,4.9299636387e-01,5.4194264333e-01,4.7037538602e-01,5.2918358914e-01,4.5855301772e-01,5.0737333510e-01,5.2638028873e-01,5.1358897391e-01
18.800000,4.8311137637e-01,4.7421160342e-01,4.9102802696e-01,5.5719411545e-01,4.6458356689e-01,5.3509557933e-01,4.4330803608e-01,5.0932447277e-01,5.2533218542e-01,5.1681103731e-01
18.850000,4.7946330209e-01,4.7625882066e-01,4.8941077149e-01,5.7086617712e-01,4.5946501594e-01,5.4035529642e-01,4.2962152640e-01,5.1090542134e-01,5.2319210674e-01,5.2046156180e-01
18.900000,4.7547069907e-01,4.7939849251e-01,4.8848936288e-01,5.8212239762e-01,4.5494165877e-01,5.4503213598e-01,4.1833653545e-01,5.1177352772e-01,5.1997623922e-01,5.2445895077e-01
18.950000,4.7123161843e-01,4.8358007193e-01,4.8855283831e-01,5.9024674671e-01,4.5093464207e-01,5.4919552498e-01,4.1017513183e-01,5.1164429945e-01,5.1573557990e-01,5.2870354640e-01
19.000000,4.6686442141e-01,4.8871429809e-01,4.8978558352e-01,5.9471652460e-01,4.4740232647e-01,5.5287799277e-01,4.0566471433e-01,5.1033976833e-01,5.1055908696e-01,5.3307528352e-01
19.050000,4.6250811496e-01,4.9467033275e-01,4.9223195935e-01,5.9525916828e-01,4.4436633086e-01,5.5605006873e-01,4.0508075802e-01,5.0782306791e-01,5.0457666568e-01,5.3743353347e-01
19.100000,4.5831986679e-01,5.0127395217e-01,4.9578141380e-01,5.9188421997e-01,4.4191911332e-01,5.5861337742e-01,4.0841477468e-01,5.0421241175e-01,4.9796108887e-01,5.4161978123e-01
19.150000,4.5446953565e-01,5.0830796328e-01,5.0017667780e-01,5.8488558507e-01,4.4021133952e-01,5.6041359827e-01,4.1537234649e-01,4.9977199924e-01,4.9092767792e-01,5.4546327677e-01
19.200000,4.5113158138e-01,5.1551608443e-01,5.0504288567e-01,5.7481380702e-01,4.3942252832e-01,5.6126979237e-01,4.2540142117e-01,4.9488211500e-01,4.8373051010e-01,5.4878927454e-01
19.250000,4.4847514712e-01,5.2261128958e-01,5.0993165571e-01,5.6242240254e-01,4.3972249740e-01,5.6101263230e-01,4.3774669384e-01,4.8999446362e-01,4.7665416670e-01,5.5142905119e-01
19.300000,4.4665335019e-01,5.2928901069e-01,5.1437228108e-01,5.4859548038e-01,4.4123277136e-01,5.5952247728e-01,4.5152270435e-01,4.8558063284e-01,4.7000063904e-01,5.5323065279e-01
19.350000,4.4579286067e-01,5.3524468228e-01,5.1792245760e-01,5.3426548633e-01,4.4399609757e-01,5.5675926938e-01,4.6579667576e-01,4.8208127006e-01,4.6407191498e-01,5.5406928536e-01
19.400000,4.4598473153e-01,5.4019406614e-01,5.2021288869e-01,5.2033003344e-01,4.4795923019e-01,5.5277920043e-01,4.7967204313e-01,4.7986161909e-01,4.5914980407e-01,5.5385638330e-01
19.450000,4.4727724393e-01,5.4389388561e-01,5.2098263337e-01,5.0757581338e-01,4.5297047149e-01,5.4773673986e-01,4.9236463560e-01,4.7917652117e-01,4.5547545980e-01,5.5254659578e-01
19.500000,4.4967131529e-01,5.4615981994e-01,5.2010413131e-01,4.9661610165e-01,4.5879039154e-01,5.4187364318e-01,5.0326500609e-01,4.8014590713e-01,4.5323153029e-01,5.5014215357e-01
19.550000,4.5311882293e-01,5.4687907873e-01,5.1759777486e-01,4.8784680548e-01,4.6511246545e-01,5.3549820692e-01,5.1198200231e-01,4.8274086589e-01,4.5252969774e-01,5.4669427970e-01
19.600000,4.5752402091e-01,5.4601564111e-01,5.1363568186e-01,4.8142452610e-01,4.7159010914e-01,5.2895826906e-01,5.1836416995e-01,4.8678058739e-01,4.5340550499e-01,5.4230148948e-01
